concepticon	concepticon_ID	concepticon_proposed	NEL_concept	NEL_ID	lgc	lgcSD	inf	ranking_value	position_in_ranking	WOLD	ABVD	ASJP40	ASJP100	Holman ranking value	Holman	Rama & Borin score	Rama & Borin rank	Swadesh100	Swadesh200	IELex	Dyen 1975 P	Dyen 1975 rank	Pagel mean rate	Petroni & Serva	Peust ranking	Tadmor score	Tadmor rank	Tadmor representation score	WOLD borrowed score	WOLD age score	WOLD simplicity score	representation	Tadmor score (replica)
MOUTH	674	MOUTH	Mund::N	4	0.241387497166592	0.125792030581319	9.75765092504818	0.758516345054885	118	4-24	30		42	21.5	57	318.221	47	56	99	104	3.45	141	2.78	0.19067	8	0.817	5	1	0.0796252927	0.8894613583	0.9824355972	45	0.8042588543
SEW	1457	SEW	nähen::V	966	0.348470225796448	0.117742800947296	10.7487795392537	0.761254750708567	119	6-35	67								132	138	6.49	95	1.71	0.17686	10				0.1052631579	0.8608187135	0.8947368421	44	0.6891318786
GOOD	1035	GOOD	gut::A	558	0.329704215614175	0.120940116003393	10.5877541191214	0.762041617859379	120	16-71	164		97	16.9	79	398.742	67	34	61	64	2.32	169	3.04		11	0.726	56	1	0.1072124756	0.869005848	0.9454191033	52	0.7334916689
ARROW	977	ARROW	Pfeil::N	440	0.382984962735292	0.105701272581785	11.074640552764	0.76277758881464	121	20-25																			0.1913580247	0.8209876543	0.9135802469	42	0.6065122939
GET	694	GET	bekommen::V	885	0.396775573583107	0.099006767001397	11.2000104617927	0.762903029954472	122	11-16																			0.1592517695	0.8537411527	0.8634984833	48	0.6198031187
SAND	671	SAND	Sand::N	191	0.407598559659566	0.131877221856309	11.304076003381	0.763568896644494	123	1-215	121		78	14.9	87	527.829	92	70	126	132	6.2	98	4.26	0.17443	11	0.724	59	1	0.0994475138	0.8762430939	0.9281767956	46	0.7324269981
RIVER	666	RIVER	Fluss::N	102	0.323850009154776	0.117708228309322	10.5532429156689	0.763859283327587	124	1-36									119	124	2.27	170	3.69		12				0.2238163558	0.8944045911	0.9203730273	63	0.6389434015
RAIN (PRECIPITATION)	658	RAIN_(PRECIPITATION)	Regen::N	76	0.386294910822012	0.104698529847464	11.1205751649159	0.764392096751782	125	1-75	133		76	29.3	24	264.581	26	65	115	120	28.6	26	2.39		8	0.782	13	1	0.083677686	0.905785124	0.9504132231	43	0.7888345363
BECOME	1990	BECOME	werden::V	681	0.294191117540165	0.10842533019898	10.2982133124792	0.765049325461771	126	24-02																			0.1711491443	0.8332518337	0.8422982885	43	0.5817261496
LEATHER	629	LEATHER	Leder::N	363	0.413195572442262	0.094854925483182	11.3766185961923	0.765785844421195	127	6-29																			0.1352785146	0.8625994695	0.8912466844	44	0.6647882944
LANGUAGE	1307	LANGUAGE	Sprache::N	233	0.359404095062897	0.122765353805763	10.8928079476169	0.765817109205087	128	18-24																			0.3068181818	0.8426136364	0.8678977273	45	0.5069255688
MOON	1313	MOON	Mond::N	58	0.341503020365019	0.121181998490298	10.7357910607409	0.76622638774557	129	1-53	129		73	23.4	46	308.394	44	54		101					6				0.2841981132	0.8938679245	0.9575471698	49	0.6126696529
OPEN	1156	OPEN	öffnen::V	820	0.455012800271629	0.102418839884796	11.7614143658202	0.76662991633755	130	12-24	92														9				0.1048951049	0.8377622378	0.8583916084	51	0.6436950599
WING	1257	WING	Flügel::N	125	0.419967417910639	0.100282824809014	11.4546268991441	0.767492013794832	131	4-392	100								192	198	3.65	138	2.66	0.16288	9	0.773	17	1	0.1163793103	0.8806034483	0.9676724138	43	0.7529647034
BRING	692	BRING	bringen::V	883	0.416547367315096	0.112105594658069	11.43181011815	0.768288381231413	132	10-62																			0.0180084746	0.8311440678	0.7542372881	47	0.6155906979
PULL	1455	PULL	ziehen::V	875	0.390441262674182	0.103308583635372	11.2078817730874	0.769391040901976	133	9-33									113	118	1.89	179	4.53	0.16984					0.1358595194	0.8524953789	0.9362292052	51	0.6896973673
NEEDLE (FOR SEWING)	1382	NEEDLE_(FOR_SEWING)	Nadel::N	366	0.429035940540251	0.100665343848867	11.5567509935125	0.769542752865024	134	6-36	68																		0.3741092637	0.8489311164	0.9429928741	44	0.5010480624
DRAW MILK	93	DRAW_MILK	melken::V	956	0.47405930290789	0.094287741035886	11.9839568958	0.771742316962899	135	5-87																			0.0699481865	0.8155440415	0.7435233161	37	0.5639611078
WRITE	1672	WRITE	schreiben::V	1009	0.424477889941385	0.122339741939169	11.5568652318745	0.773656422240208	136	18-51																			0.2887473461	0.8256900212	0.8938428875	43	0.5249308836
TIE	1917	TIE	binden::V	857	0.397917715460069	0.114064072262969	11.3348251003624	0.775356566122178	137	9-16	66								171	177	2.66	160	2.68	0.17789	9	0.697	88	1	0.121037464	0.8746397695	0.9481268012	61	0.7288967408
SAY	1458	SAY	sagen::V	981	0.249260265595463	0.105554382463445	9.99988412801846	0.775654173765929	138	18-22	64		71	16	84	412.343	73	71	127	133	0.92	194	3.64		10	0.755	28	1	0.0277264325	0.8399260628	0.9279112754	54	0.7577675242
HORSE	615	HORSE	Pferd::N	136	0.342881385239746	0.118462995685176	10.8436243252062	0.775769185804847	139	3-41																			0.5737051793	0.861752988	0.9880478088	47	0.3629700686
IRON	621	IRON	Eisen::N	185	0.472762518976078	0.107029931506629	12.01880716127	0.776394449048529	140	9-67																			0.2727272727	0.7976076555	0.985645933	40	0.5717518122
		SIDE_(OF_OBJECT)	Seite::N	268	0.311483566669581	0.112735865569949	10.5685477529174	0.776519565289116	141																								
MEAT	634	MEAT	Fleisch::N	350	0.321712607202872	0.121477935577223	10.6625176204851	0.776710415565923	142	5-61	103		29	16.4	82	387.652	65	53	96	100	2.53	166	1.62	0.2261	10	0.771	18	1	0.126911315	0.8795107034	0.9724770642	43	0.7467562331
BUY	1869	BUY	kaufen::V	1011	0.413942432122091	0.104715728263179	11.5063065622889	0.778082467319007	143	11-81	91																		0.1522198732	0.8742071882	0.866807611	46	0.6424218756
		RECEIVE	erhalten::V	886	0.358518874613793	0.110193144471337	11.0267646166348	0.780009474511068	144																								
BOIL (SOMETHING)	2492	BOIL_(SOMETHING)	kochen::V	961	0.378946685780232	0.11157445081419	11.217688199692	0.780716802766991	145	5-22																			0.1755852843	0.8123745819	0.8269230769	53	0.5538181362
CATCH	702	CATCH	fangen::V	878	0.343600922661042	0.12641018710051	10.937701832174	0.78452935282246	146	10-252																			0.1580698835	0.8374930671	0.8738214088	48	0.6161407689
		TRACK_(OF_ANIMAL)	Spur::N	182	0.368250144499167	0.119610406901299	11.1611703443347	0.78469190438422	147																								
		DENSE	dicht::A	487	0.469411050855146	0.082506281782164	12.0731466694607	0.784844721176434	148																								
SIT	1416	SIT	sitzen::V	678	0.463951173180332	0.073809386840526	12.0350155494884	0.78594549908654	149	12-13	51		68	14.3	90	620.247	99	74	136	142	1.81	181	1.25	0.22757	6				0.0886075949	0.853164557	0.8924050633	44	0.6939053503
		TONE_(MUSIC)	Ton::N	240	0.348575401023899	0.095519921127043	11.0072007451544	0.787002213593929	150																								
CUT	1432	CUT	schneiden::V	866	0.357444025594651	0.121248921431021	11.0891769659984	0.787218073564657	151	9-22	78								26	26	1.74	184	3.36	0.16245	13				0.0811584978	0.7915977085	0.9132718014	64	0.6642708271
MAKE	734	MAKE	machen::V	834	0.226100896213552	0.097271288540478	9.90817584412754	0.787326777820556	152	9-111																			0.07996379	0.8696439348	0.8958961979	47	0.7168100508
WHERE	1237	WHERE	wo::FADV	648	0.294878932841408	0.098590997031164	10.532988680227	0.787907828465431	153	17-66	181								186	192	7.68	84	0.7						0.0026315789	0.7957894737	0.8315789474	49	0.6600202945
DIVIDE	1119	DIVIDE	teilen::V	881	0.512267453661119	0.091283910000562	12.5102973078733	0.789989022492326	154	12-232																			0.185915493	0.8366197183	0.8436619718	43	0.5746005795
FOAM	1768	FOAM	Schaum::N	87	0.43112862098007	0.125769621418553	11.7880925303789	0.790793494155831	155	1-324																			0.1489361702	0.8404255319	0.9521276596	47	0.681014804
FULL	1429	FULL	voll::A	510	0.439125119406803	0.095722081893347	11.8699510210964	0.791782494643517	156	13-21		6	95	26.9	32	359.211	58	32		62					4				0.1063829787	0.8744680851	0.8776595745	49	0.6858379165
DIG	1418	DIG	graben::V	840	0.339742111952315	0.120662443298543	10.9762786342634	0.791859962669258	157	8-22	90								29	29	12.13	61	3.86	0.19052	8				0.1083467095	0.8343499197	0.8916532905	50	0.6633462246
LEAF	628	LEAF	Blatt::N	117	0.384452506985632	0.103068471789841	11.384519406927	0.792444684405634	158	8-56	114	30	25	29.4	23	297.915	43	46	86	90	25.9	30	2.43	0.1739	10	0.721	64	1	0.103250478	0.8984703633	0.9770554493	47	0.7872163785
BRANCH	826	BRANCH	Ast::N	115	0.289060017560822	0.11386558598861	10.5266130267784	0.792507286873098	159	8-55	113																		0.1715328467	0.8777372263	0.9562043796	50	0.6953293169
FALL	1280	FALL	fallen::V	696	0.354443752157063	0.122044553735555	11.1213001967789	0.793130642736534	160	10-23	95								41	41	1.15	192	2.97	0.15968	12	0.704	81	1	0.0541516245	0.8581227437	0.9025270758	50	0.7325397139
THING	738	THING	Sache::N	271	0.290610946482687	0.119525144428598	10.5593791621356	0.79438806437914	161	11-18																			0.2277227723	0.7968316832	0.899009901	45	0.5532281848
HOUSE	1252	HOUSE	Haus::N	307	0.23415788025867	0.115725596031841	10.0516453372124	0.794422441488437	162	7-12	61									213					11	0.758	26	1	0.1066945607	0.8673640167	0.9686192469	46	0.7505065277
SLEEP	1585	SLEEP	schlafen::V	741	0.35685862814315	0.146010869870006	11.161395408421	0.794966775513265	163	4-61	48		60	21	59	438.326	77	76	139	145	12	62	2.01	0.1643	8				0.1001908397	0.8545801527	0.8740458015	49	0.6721054288
PADDLE	234	PADDLE	Ruder::N	288	0.470859016568936	0.094375129582256	12.1948689746094	0.795713782548898	164	10-851																			0.2816455696	0.8151898734	0.8844936709	34	0.5179552987
BUTTER	1245	BUTTER	Butter::N	356	0.354061473059277	0.105736949330574	11.1602730787833	0.797371982124984	165	5-89																			0.4866071429	0.8308035714	0.8928571429	40	0.3808291243
		ROW_(OF_OBJECTS)	Reihe::N	286	0.355075410049653	0.107081815527466	11.1913420621465	0.799566337169957	166																								
WORD	1599	WORD	Wort::N	235	0.295508623691782	0.129803416317136	10.6612054077421	0.800162779451606	167	18-26																			0.2542997543	0.8353808354	0.9373464373	44	0.5839140524
		THAW	tauen::V	701	0.355861007805921	0.103212373446244	11.2093377436847	0.800658867343145	168																								
SKY	1732	SKY	Himmel::N	56	0.397131333887581	0.101544990833831	11.5851605980183	0.80109785930301	169	1-51	128								138	144	24.2	32	2.52	0.17156	8				0.2735426009	0.9118086697	0.9065769806	46	0.6005076663
FINGER	1303	FINGER	Finger::N	30	0.405264588497397	0.119964600530775	11.6603930978559	0.801301180137928	170	4-34															7				0.0506912442	0.8267281106	0.8202764977	43	0.6437695929
HIT	1433	HIT	hauen::V	861	0.31323769023601	0.125115421003173	10.837953942981	0.80188147308569	171	9-21	72								73	76	2.6	161	5.51			0.748	36	1	0.0448979592	0.8133333333	0.9469387755	72	0.735597501
PAIN	1783	PAIN	Schmerz::N	395	0.393310293035782	0.1063814702445	11.5629939404636	0.80232013031416	172	16-31																			0.1238095238	0.8085714286	0.7833333333	59	0.5549623583
ROOT	670	ROOT	Wurzel::N	111	0.403006740877749	0.105347679176468	11.6503907143316	0.802333004643188	173	8-54	115		26	20.5	61	485.709	84	68	121	126	12.26	60	1.75	0.18715	8	0.798	9	1	0.0558823529	0.8647058824	0.9725490196	48	0.7939735396
MEASURE	1506	MEASURE	messen::V	1003	0.500935459475763	0.083055812818984	12.5357358464293	0.802731671114744	174	12-54																			0.1962025316	0.8025316456	0.8386075949	43	0.5409630374
PART	779	PART	Teil::N	257	0.309923593808947	0.112821739198659	10.8202484001328	0.80309360558523	175	13-23																			0.2436399217	0.8450097847	0.8444227006	52	0.5396972882
ASH	646	ASH	Asche::N	183	0.398362498166958	0.098175143953203	11.6212415640278	0.803597908052521	176	1-84	146		83	20.3	64	373.392	60	2	4	4	30.4	25	2.65		8	0.699	84	1	0.1470588235	0.8729411765	0.9205882353	43	0.685440057
BARKING	1206	BARKING	bellen::V	726	0.368965136719592	0.106574591230566	11.3632289509746	0.804254272049823	177																								
		FORCE	Kraft::N	391	0.308009062595718	0.119221280768316	10.8157152483436	0.804363368498214	178																								
THREAD	1161	THREAD	Faden::N	367	0.334035198603765	0.109659959160616	11.0501969549789	0.804388016754497	179	6-38																			0.2826492537	0.8585820896	0.9720149254	48	0.5986683692
LAUGH	1355	LAUGH	lachen::V	791	0.421827836791189	0.103991109375418	11.853669554406	0.805721902328528	180	16-25	33								85	89	3.24	145	1.61		5	0.723	61	1	0.0581395349	0.8372093023	0.9098837209	46	0.717474562
OR	1014	OR	oder::CNJ	676	0.176468285066105	0.099534315644163	9.6454789502042	0.805726438460925	181	17-54																			0.3917525773	0.787628866	0.9690721649	49	0.46425653
CRY	1839	CRY	weinen::V	793	0.327422443983426	0.114796848499334	11.0075269138718	0.806072491802096	182	16-37	34									222						0.698	87	1	0.1291585127	0.8681017613	0.9207436399	48	0.6960628828
CLAW	72	CLAW	Klaue::N	126	0.406834649655824	0.081426057973468	11.7226970118607	0.806118516495827	183	4-345															5				0.1164556962	0.8293670886	0.9164556962	46	0.6715627575
KILL	1417	KILL	töten::V	944	0.372352287512834	0.108063810645322	11.418009085748	0.806683849813252	184	4-76	74		62	29.2	25	447.78	79	43	82	85	26	29	3.5	0.15926	10				0.0777777778	0.8577777778	0.8323232323	48	0.6584190547
ROTTEN		SPOIL_(BECOME_SPOILED)	faulen::V	705	0.428452587588228	0.126872174858484	11.9276749062076	0.807160161791357	185	5-125	112								123	128	4.65	114	4.76						0.1574427481	0.8316793893	0.8454198473	47	0.5924173909
WASH	1453	WASH	waschen::V	969	0.325137501860733	0.120911683072489	11.032788318489	0.810655080174239	186	9-36									180	186	3.04	150	3		9				0.0982142857	0.8428571429	0.8839285714	60	0.6718533619
DAUGHTER	1357	DAUGHTER	Tochter::N	205	0.423694913043647	0.085254247896282	11.9689949077605	0.815574069036768	187	2-42																			0.1173913043	0.8643478261	0.847826087	48	0.6467903345
		CATCH_(AN_ANIMAL)	fassen::V	951	0.30840629158805	0.107009173347398	10.9358459883375	0.816018936404505	188																								
HALF	816	HALF	Hälfte::N	258	0.406604057721636	0.099823139488795	11.823965902743	0.816452938324825	189	13-24																			0.1579724409	0.869488189	0.8375984252	47	0.6132334624
KNEE	1371	KNEE	Knie::N	36	0.44396984777429	0.101174024635474	12.1609218672243	0.816519323725574	190	4-36		26	47	28	29	283.865	35	44		86					9	0.724	59	1	0.0888888889	0.8444444444	0.9222222222	45	0.7095418381
DRIVE	808	DRIVE	fahren::V	771	0.288511794833566	0.111069682600049	10.7722790903367	0.817567293683463	191	10-65																			0.3318284424	0.8002257336	0.8047404063	44	0.4302850986
BITTER	887	BITTER	bitter::A	520	0.506180121822619	0.076051570464689	12.7333326600764	0.817771156367285	192	15-37										214					8	0.755	28	1	0.0253164557	0.8670886076	0.8892405063	42	0.7515300514
BLACK	163	BLACK	schwarz::A	524	0.404041486032769	0.095764148439228	11.8179234437991	0.818155006950418	193	15-65	147		91	21.6	56	602.131	97	8	15	14	4.29	121	1.91	0.16408	9	0.741	42	1	0.0487804878	0.8670731707	0.8993902439	43	0.7417963139
LIFE	210	LIFE	Leben::N	411	0.418560970179407	0.098113189618646	11.9622698141079	0.819522108249327	194	4-741																			0.2830188679	0.819245283	0.8018867925	48	0.471014999
		GRAIN_(SINGLE)	Korn::N	176	0.392691566509305	0.090865231123164	11.7376576024687	0.820343350388494	195																								
HOME	2406	HOME	Heim::N	308	0.28031971547919	0.116797885945712	10.7290878530096	0.820621041369685	196																								
WAIT (FOR)	1590	WAIT_(FOR)	warten::V	783	0.441098742588836	0.097550199656261	12.1840717397431	0.821418305644358	197																								
PAY	718	PAY	zahlen::V	1014	0.489145430969549	0.100772871461088	12.6426505878673	0.824034170914134	198	11-65																			0.3037974684	0.8324894515	0.835443038	44	0.4842071317
DRY UP	1786	DRY_UP	trocknen::V	703	0.407114799247881	0.092178295846197	11.9059391590776	0.824190596584666	199																								
BELLY	1251	BELLY	Bauch::N	21	0.318630061169583	0.094757584115013	11.1123371223983	0.824466657187207	200	4-431	14		49	13.5	96	331.196	52	4	10	10	4.19	124	4.39		13				0.156612529	0.8807424594	0.9721577726	46	0.7221257497
		STEP	Schritt::N	294	0.334017418950975	0.106740186143146	11.2583519859035	0.82521952153447	201																								
HERE	136	HERE	hier::ADV	606	0.27427457165314	0.097096066476366	10.7391999117022	0.827072876682393	202	24-09									72	75	7.43	87	3.25						0.0192926045	0.8167202572	0.7877813505	53	0.6309841836
TIME	892	TIME	Zeit::N	449	0.313277648529529	0.136873409628817	11.0959981531419	0.827649931637617	203	14-11																			0.5394673415	0.8338153772	0.9645697759	62	0.3703940342
RAW	1959	RAW	roh::A	516	0.394122341702317	0.098610470723079	11.8510124896117	0.830391141429086	204	5-122																			0.0548128342	0.8272727273	0.8743315508	43	0.68366394
KNIFE	1352	KNIFE	Messer::N	328	0.337051685373909	0.102742264450132	11.3396079108836	0.830614274251845	205	5-38																			0.2567114094	0.8563758389	0.9093959732	40	0.5788618114
EGG	744	EGG	Ei::N	129	0.387871794443528	0.100569919746768	11.8049054980983	0.831405934810651	206	5-97	98		33	19.8	67	415.863	74	24	39	39	16.5	44	1.57		7	0.728	52	1	0.0901287554	0.8995708155	0.94527897	44	0.7737048037
BOIL (OF LIQUID)	792	BOIL_(OF_LIQUID)	sieden::V	704	0.371632295204885	0.104013364464279	11.658782038648	0.8314091381804	207																								
STAND	1442	STAND	stehen::V	677	0.436718804055373	0.104153477175311	12.2494399036336	0.831897066713527	208	12-15	52		69	17.1	78	456.98	80	79	151	157	8.89	78	2.02	0.22644	8	0.738	45	1	0.0190920662	0.8366567671	0.8886296139	44	0.7292834491
THERE	1937	THERE	dort::ADV	609	0.274470593565386	0.115356007007643	10.7953382536591	0.832510291157065	209	24-1									162	168	1.56	189	2.94	0.17657					0.0185185185	0.8324074074	0.7962962963	57	0.6505680664
BE ABLE	972	BE_ABLE	können::V	813	0.35369919076788	0.11688424893861	11.5268690025659	0.834357628565495	210	24-99902																							
COLD	1287	COLD	kalt::A	504	0.390452831541187	0.107603736614271	11.8578055774889	0.834373009361821	211	15-86	139		94	16.6	81	598.111	96	15	23	23	1.74	183	3.58		9				0.0994897959	0.8704081633	0.8775510204	51	0.6878345226
MIDDLE	1093	MIDDLE	Mitte::N	269	0.412829759487267	0.098675464828757	12.0603862666046	0.834491843121921	212	12-37																			0.1544117647	0.8577205882	0.8676470588	49	0.6292857041
COVER	761	COVER	bedecken::V	827	0.405276289332382	0.099924133258705	12.0030161751954	0.835552957120394	213	12-26																			0.0912828947	0.8514802632	0.8519736842	44	0.6592186253
		FRINGE	Rand::N	272	0.24529789369411	0.122814179048269	10.5696307545507	0.836194971130372	214																								
SIT DOWN	1649	SIT_DOWN	sich setzen::V	755	0.417869790513506	0.088032523747396	12.1408812304133	0.838005311579177	215																								
		DRIVE_(CATTLE)	treiben::V	953	0.384966234756818	0.103140705857924	11.8492800219495	0.838458390913818	216																								
FEATHER	1201	FEATHER	Feder::N	123	0.365924447719466	0.11636823659372	11.6818995645735	0.838857953509831	217	4-393	99		36	23.1	49	315.486	46	27	46	46	13.87	53	2.35	0.23055	10				0.109739369	0.8623685414	0.8765432099	45	0.6729509394
POUR	1487	POUR	schütten::V	870	0.324038827349742	0.130418444407287	11.305542619075	0.838919317292732	218	9-35																			0.1306451613	0.8641935484	0.9274193548	57	0.6967616688
COUNTRY	1300	COUNTRY	Land::N	430	0.344818438681216	0.107137081459454	11.5043307396328	0.840096479150183	219	19-11																			0.4800884956	0.8330693992	0.911970191	41	0.3949946856
BITE	1403	BITE	beißen::V	854	0.415419724289434	0.118808765463362	12.1429947636702	0.840421724506534	220	4-58	41		56	20.5	63	411.407	72	7	14	13	11.08	64	4.67		8	0.736	46	1	0.0358361775	0.9017064846	0.8873720137	54	0.7714748139
GOOSE	1187	GOOSE	Gans::N	152	0.31780643534623	0.096091373955132	11.2651788969124	0.840492097879632	221	3-56																			0.4726027397	0.8835616438	0.9452054795	37	0.4404544017
GROUND	2159	GROUND	Boden::N	65	0.235234194540804	0.117055878556693	10.5300730033235	0.841296525245625	222																								
OLD		OLD_(USED)	alt::A	563	0.343181845429359	0.12218563093863	11.5039628826	0.841532627373576	223	14-15	162								108	113	3.37	142	2.53		10	0.715	74	1	0.1039156627	0.8418674699	0.9201807229	64	0.6941698481
BARK	1204	BARK	Rinde::N	114	0.382196072938197	0.098197567849182	11.8603779966887	0.842061334024494	224	8-75			27	24.5	40	216.259	13	3	8	8	12.51	58	3.79	0.17502	11				0.1609657948	0.8056338028	0.8732394366	49	0.5902699674
BROTHER	1262	BROTHER	Bruder::N	206	0.379283302927637	0.089280633572682	11.8460842918086	0.843253456545989	225	2-44															7				0.063270832	0.8729418394	0.8088962624	48	0.6614426298
SONG	1096	SONG	Lied::N	241	0.340120564641484	0.104957468401457	11.493735386675	0.843265030490164	226	23-64																			0.2236842105	0.8545112782	0.8759398496	48	0.5810727415
VEIN	1924	VEIN	Ader::N	42	0.401599113279802	0.094571624538769	12.054912096033	0.844052007651482	227	4-151																			0.2626970228	0.8197898424	0.7885288967	54	0.4766132742
WIDE	1243	WIDE	breit::A	485	0.421099901925331	0.12101896926398	12.2462647811565	0.845636566382854	228	12-61	159								189	195	4.38	117	2.89			0.692	96	1	0.045	0.835	0.885	52	0.705721125
SING	1261	SING	singen::V	922	0.370005388328519	0.114842085143071	11.7864445445922	0.845639604963557	229	18-12									135	141	5.26	106	2.54	0.19434	10				0.0564202335	0.8354085603	0.8073929961	45	0.6364474026
